Store_ID,Department,Region,Product_Category,Date,Weekly_Sales,Cost,Profit,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
18,8,West,Electronics,2023-10-06,48901.98,33791.3,15110.68,1,28.0,3.53,220.6,5.37
2,5,North,Electronics,2023-08-05,37067.27,30497.51,6569.76,0,30.86,2.78,240.1,5.79
15,7,West,Clothing,2023-09-30,24025.21,20873.7,3151.51,0,34.76,2.97,213.69,5.37
20,8,West,Home,2023-03-03,7960.56,5109.23,2851.33,0,11.68,3.4,219.04,6.05
18,9,North,Groceries,2024-08-18,41436.36,33868.29,7568.07,0,24.4,2.88,257.77,7.43
15,3,East,Home,2024-12-29,47873.43,36113.61,11759.82,0,26.06,3.04,220.88,3.85
19,3,West,Clothing,2023-12-08,30279.81,19186.37,11093.44,1,15.07,3.57,220.79,4.91
12,4,East,Clothing,2024-02-01,11835.77,9415.09,2420.68,0,19.67,4.17,235.74,6.55
13,5,West,Clothing,2024-11-29,19692.67,15416.21,4276.46,0,23.21,3.3,258.26,5.21
11,10,East,Electronics,2023-01-19,31218.01,23560.0,7658.01,0,35.0,3.93,258.98,9.94
5,1,East,Groceries,2023-06-26,19261.81,16910.74,2351.07,0,37.88,4.25,234.78,6.02
1,7,East,Clothing,2024-09-03,38039.77,28770.39,9269.38,1,28.85,2.93,200.07,9.09
3,9,East,Sports,2024-01-31,56103.01,50333.07,5769.94,1,21.85,4.11,254.04,9.28
19,8,North,Electronics,2024-03-20,35183.05,26484.7,8698.35,0,17.62,4.01,234.21,8.85
7,5,West,Groceries,2023-08-21,21319.67,13532.78,7786.89,0,39.46,3.21,221.96,3.33
12,4,East,Sports,2023-03-17,47108.88,34914.34,12194.54,0,39.49,4.48,249.75,9.63
15,7,South,Groceries,2023-09-22,30453.59,19937.92,10515.67,0,37.75,3.03,223.99,3.9
5,5,West,Groceries,2024-03-30,16115.61,12556.32,3559.29,1,33.57,3.01,202.04,3.24
15,7,West,Sports,2024-12-18,27454.15,22181.3,5272.85,0,19.77,4.04,249.26,5.9
8,1,East,Home,2024-01-19,34413.64,25484.35,8929.29,0,34.51,3.37,232.75,4.36
10,1,West,Groceries,2024-07-17,42721.45,26885.07,15836.38,0,22.26,3.16,220.29,4.29
16,10,South,Home,2024-05-20,47141.46,34912.61,12228.85,0,19.8,2.86,215.05,5.01
8,3,South,Groceries,2024-01-02,19283.73,12041.46,7242.27,0,32.35,4.03,235.63,4.74
1,2,South,Sports,2023-05-24,11998.06,9654.09,2343.97,0,12.39,4.07,212.48,7.79
12,2,West,Groceries,2023-03-10,8322.29,6966.68,1355.61,0,11.46,3.63,219.43,4.31
5,7,West,Clothing,2023-04-09,38225.96,33971.95,4254.01,0,23.44,4.41,238.19,6.8
3,10,East,Clothing,2024-01-31,40782.12,26289.81,14492.31,0,23.37,3.14,252.89,9.9
1,2,West,Groceries,2023-01-25,23421.79,17794.15,5627.64,0,36.87,2.94,231.97,6.03
4,4,West,Sports,2024-04-13,22816.64,17574.77,5241.87,0,13.78,3.85,245.55,7.49
8,2,East,Sports,2024-04-28,47940.67,42031.64,5909.03,0,13.7,4.02,245.78,9.79
3,6,South,Electronics,2024-07-18,46250.66,36453.98,9796.68,0,14.42,2.95,239.86,3.96
10,8,East,Sports,2023-05-31,19847.4,12774.84,7072.56,1,10.89,2.65,214.75,5.93
2,10,North,Home,2023-05-24,40136.34,29335.87,10800.47,0,12.15,4.12,252.01,8.95
11,4,West,Groceries,2024-07-22,33021.52,26299.29,6722.23,0,29.8,4.45,226.18,9.53
10,5,West,Clothing,2023-02-08,11940.02,9672.44,2267.58,0,22.95,3.79,202.65,7.21
14,4,North,Sports,2023-04-19,21054.7,18084.35,2970.35,0,32.91,3.06,214.68,4.0
7,3,North,Clothing,2024-11-23,12986.28,8495.0,4491.28,0,39.78,4.49,245.93,9.31
2,5,North,Electronics,2023-02-11,18282.02,16188.05,2093.97,0,29.77,4.29,204.15,4.22
9,9,East,Groceries,2023-07-05,32688.55,20193.08,12495.47,0,11.51,3.53,208.84,5.47
16,8,South,Sports,2024-02-02,21886.95,19591.64,2295.31,0,13.14,4.15,241.65,5.63
13,8,East,Clothing,2023-08-11,22732.68,19489.41,3243.27,0,36.43,4.13,253.56,6.13
9,8,North,Sports,2024-09-25,29284.13,23371.13,5913.0,0,25.82,4.37,238.02,8.53
20,8,East,Electronics,2023-05-13,8925.09,7323.02,1602.07,0,34.75,4.18,213.34,8.62
4,7,West,Clothing,2023-06-12,38245.88,23781.58,14464.3,0,35.7,3.79,203.2,8.04
10,8,East,Clothing,2023-08-03,23076.93,14133.33,8943.6,0,37.83,3.72,236.91,3.15
12,8,North,Groceries,2023-08-23,26617.87,16783.36,9834.51,0,38.49,3.43,202.84,6.95
17,8,West,Groceries,2024-10-19,48843.49,30586.18,18257.31,0,26.64,3.75,236.76,8.23
14,10,South,Clothing,2024-08-10,24181.69,18479.99,5701.7,1,20.23,4.09,213.53,6.11
14,7,East,Groceries,2023-01-09,34169.85,22710.42,11459.43,0,38.86,4.44,254.28,9.61
2,1,East,Clothing,2023-03-15,22662.69,19445.99,3216.7,0,26.42,3.43,228.51,8.77
20,4,North,Home,2024-05-06,45242.72,33195.7,12047.02,0,11.93,3.65,213.44,7.47
11,4,South,Sports,2023-09-10,43104.03,34856.21,8247.82,0,29.28,3.39,251.19,3.44
16,5,West,Home,2023-08-18,15873.09,12632.79,3240.3,0,27.63,3.84,215.24,7.57
19,10,North,Home,2024-06-02,36128.56,25143.88,10984.68,0,36.87,3.76,218.4,9.38
6,6,North,Sports,2023-06-23,7932.74,5338.34,2594.4,0,29.6,2.54,250.06,5.66
19,4,East,Clothing,2024-10-14,56680.78,39831.67,16849.11,1,20.47,3.58,218.53,8.87
5,2,South,Clothing,2023-06-17,20704.55,17371.07,3333.48,0,38.99,2.68,224.61,5.19
4,6,North,Groceries,2023-06-19,42432.92,32922.98,9509.94,0,34.05,2.55,220.86,6.99
15,8,East,Electronics,2024-01-28,19329.41,13067.87,6261.54,0,28.91,4.08,206.98,7.54
4,8,West,Clothing,2024-09-25,33474.68,28297.95,5176.73,0,18.79,3.02,202.33,7.75
20,7,North,Sports,2023-07-13,49261.59,30366.21,18895.38,0,21.21,3.18,243.47,9.18
10,6,West,Electronics,2024-05-31,44453.74,35996.64,8457.1,0,30.1,2.63,238.71,4.64
3,2,West,Sports,2023-01-29,12216.47,8939.16,3277.31,0,12.16,2.86,216.94,4.84
5,7,East,Sports,2023-06-14,31102.31,25484.83,5617.48,1,17.7,4.03,217.74,7.93
6,5,South,Sports,2024-02-26,20683.93,18165.42,2518.51,0,31.42,3.49,256.7,4.24
8,6,West,Electronics,2023-12-05,24545.25,20250.08,4295.17,0,24.4,4.26,259.26,6.25
7,10,North,Home,2024-10-09,29090.76,21311.59,7779.17,1,22.07,3.29,228.41,3.14
10,8,South,Sports,2024-05-10,20118.17,12982.11,7136.06,0,14.54,3.04,248.15,3.99
6,8,South,Groceries,2023-12-31,29414.9,24764.56,4650.34,0,23.26,3.2,244.2,7.75
14,3,East,Clothing,2023-12-08,23094.46,17048.6,6045.86,1,33.12,3.93,217.84,8.23
4,7,North,Clothing,2024-05-14,29182.79,18169.02,11013.77,0,17.92,3.61,203.51,3.81
13,1,North,Clothing,2024-10-18,22274.84,18169.96,4104.88,1,10.16,4.31,208.55,4.59
20,1,East,Electronics,2024-05-25,18004.23,12378.91,5625.32,0,30.06,3.7,250.3,3.69
17,7,East,Groceries,2023-11-23,38243.66,23507.1,14736.56,0,39.18,3.49,243.87,6.03
7,10,South,Groceries,2023-08-05,12595.09,10968.12,1626.97,1,28.2,4.07,239.86,3.88
4,9,West,Groceries,2023-10-28,22142.56,16494.66,5647.9,0,13.6,4.4,207.84,6.06
14,7,West,Groceries,2023-05-12,23339.05,15970.64,7368.41,0,19.62,3.21,238.4,8.12
3,10,West,Groceries,2023-03-11,26829.96,21864.16,4965.8,0,36.03,3.0,246.33,7.78
5,5,West,Home,2023-09-09,36237.05,31372.98,4864.07,1,16.98,3.73,251.64,4.96
16,8,North,Groceries,2024-02-19,21635.91,12983.54,8652.37,0,28.23,3.5,200.79,7.72
20,2,North,Groceries,2024-03-20,14591.17,11765.67,2825.5,0,22.08,4.48,241.07,9.49
4,9,East,Electronics,2023-07-01,44819.28,37204.64,7614.64,0,16.24,3.42,201.15,5.43
2,6,East,Electronics,2023-06-16,49146.74,32583.22,16563.52,0,34.4,2.65,242.41,5.3
18,9,West,Groceries,2023-04-01,5900.66,4407.13,1493.53,0,32.28,4.45,238.14,7.0
19,2,East,Home,2024-12-14,29591.01,18547.22,11043.79,0,29.85,4.19,208.9,4.72
19,3,North,Groceries,2024-06-14,20376.61,16790.84,3585.77,0,17.09,2.86,245.97,7.56
17,8,West,Groceries,2023-02-08,17464.53,14918.84,2545.69,0,12.94,4.31,204.1,8.83
14,1,West,Groceries,2023-05-06,20106.79,12716.66,7390.13,0,27.28,3.18,249.58,6.22
19,10,North,Sports,2024-03-26,33749.5,28516.24,5233.26,0,26.61,3.25,215.72,7.76
13,7,South,Home,2023-06-22,13582.22,11293.22,2289.0,0,15.65,4.31,241.33,7.56
12,7,West,Clothing,2024-10-14,53540.11,37696.2,15843.91,1,11.69,3.56,255.42,3.27
6,1,East,Groceries,2023-08-08,25975.15,20964.2,5010.95,0,12.42,2.78,220.39,4.28
4,9,South,Clothing,2024-09-29,19650.96,11790.86,7860.1,0,39.78,3.24,230.17,9.25
19,8,North,Home,2023-02-27,39448.91,34696.87,4752.04,0,33.51,3.94,227.79,9.57
16,4,South,Groceries,2024-10-21,5735.6,4388.39,1347.21,0,37.66,2.85,209.46,8.46
13,10,South,Clothing,2024-04-20,24433.38,19207.12,5226.26,0,15.85,3.68,235.42,9.45
4,5,West,Clothing,2024-03-31,20988.66,16778.29,4210.37,0,38.82,3.89,244.58,5.14
17,2,South,Home,2023-12-27,20219.45,15536.84,4682.61,0,14.28,3.19,255.01,4.73
1,9,East,Groceries,2023-01-01,26729.34,22907.82,3821.52,1,25.27,3.89,251.05,5.69
18,6,West,Sports,2024-01-22,6407.21,5016.27,1390.94,0,34.89,4.27,230.6,3.39
20,3,North,Home,2023-12-14,11845.24,10332.93,1512.31,0,20.49,3.44,243.14,8.67
17,7,East,Sports,2023-07-09,11384.83,8819.82,2565.01,0,22.74,3.27,248.05,9.89
15,9,West,Groceries,2024-05-19,55854.86,36380.32,19474.54,1,13.85,3.0,229.61,8.77
11,3,South,Clothing,2023-07-10,5997.46,5242.19,755.27,0,13.69,3.71,206.93,6.88
13,2,East,Home,2024-05-22,12518.31,10070.83,2447.48,0,28.59,4.26,226.28,5.07
1,7,West,Home,2024-01-04,48837.85,39547.51,9290.34,0,30.27,3.15,250.55,4.38
17,7,West,Home,2024-02-13,33271.55,29799.48,3472.07,0,33.32,3.29,235.8,5.55
6,4,North,Electronics,2023-04-27,25280.02,15738.3,9541.72,0,26.7,3.31,243.47,7.67
4,9,West,Groceries,2023-05-14,8544.24,6225.14,2319.1,0,29.37,3.62,211.12,6.13
20,8,North,Electronics,2023-02-27,41001.14,27541.64,13459.5,1,10.41,2.96,257.86,9.54
16,1,South,Home,2024-07-09,16253.65,12826.21,3427.44,1,14.87,4.14,224.24,8.98
15,1,West,Home,2024-11-15,35203.38,29642.78,5560.6,0,39.55,3.09,239.22,3.72
15,5,West,Sports,2024-11-02,54287.38,48309.97,5977.41,1,12.28,3.91,201.13,3.92
6,6,South,Electronics,2023-06-22,28938.77,21309.9,7628.87,0,30.36,3.53,207.64,7.73
15,3,West,Clothing,2023-05-29,14633.81,12231.9,2401.91,0,15.28,3.67,246.92,4.62
14,9,West,Groceries,2023-03-21,33137.77,28999.38,4138.39,0,31.5,2.86,258.08,8.54
11,10,East,Clothing,2023-08-01,28081.84,22605.81,5476.03,0,31.18,3.97,219.2,7.14
7,6,North,Clothing,2023-07-22,28991.31,19505.93,9485.38,0,17.03,2.88,202.23,4.61
9,4,West,Groceries,2023-08-17,26514.81,20744.03,5770.78,0,18.09,2.73,221.65,6.35
16,7,West,Home,2024-11-06,35318.33,31468.12,3850.21,0,29.64,3.59,201.05,5.84
5,8,North,Sports,2023-08-15,30737.54,27549.02,3188.52,0,21.7,3.92,211.54,9.11
20,9,East,Home,2024-10-20,49414.78,39171.49,10243.29,0,15.84,2.6,245.15,3.23
10,6,North,Home,2024-06-15,42163.85,36517.96,5645.89,0,31.95,2.64,256.23,9.27
18,6,West,Electronics,2024-03-16,16911.43,11163.32,5748.11,0,14.62,4.11,205.25,7.56
3,8,South,Clothing,2024-02-06,37659.04,25375.55,12283.49,0,35.67,4.12,233.47,8.16
13,5,South,Clothing,2023-02-16,15914.81,14098.39,1816.42,1,25.44,2.99,215.23,3.02
11,3,East,Clothing,2023-08-21,40205.59,25754.52,14451.07,0,13.17,3.73,208.34,7.4
17,3,East,Sports,2023-11-01,11640.09,7651.4,3988.69,0,30.82,3.39,213.14,7.12
13,6,West,Sports,2024-06-09,30628.59,22241.4,8387.19,1,25.57,3.77,234.67,6.76
6,2,East,Sports,2023-05-23,40577.28,31523.49,9053.79,0,18.94,4.23,203.91,8.5
17,6,West,Groceries,2024-02-19,17605.07,13752.12,3852.95,0,22.68,2.66,226.05,6.89
13,6,South,Sports,2024-05-27,42670.36,29339.83,13330.53,0,18.95,4.06,208.11,9.0
19,8,East,Electronics,2024-01-08,33986.78,29778.68,4208.1,0,17.89,3.49,216.36,4.63
19,7,West,Electronics,2024-07-19,22888.5,20016.68,2871.82,0,14.91,3.63,211.45,8.64
10,8,North,Home,2023-09-16,24053.75,17261.46,6792.29,0,20.88,3.81,252.98,4.26
3,9,East,Home,2024-10-17,46669.62,34082.24,12587.38,0,17.53,4.35,242.48,8.69
14,6,West,Home,2024-04-15,14800.6,11999.57,2801.03,0,30.5,2.61,252.11,9.58
19,3,West,Home,2023-01-12,36201.32,28921.19,7280.13,0,30.52,2.56,223.01,5.35
5,10,North,Electronics,2023-11-26,36828.24,26320.74,10507.5,0,25.06,2.86,218.8,6.71
5,3,South,Home,2023-12-24,46510.24,33686.12,12824.12,0,33.34,4.47,222.84,7.61
20,1,North,Electronics,2024-02-12,37092.39,26128.31,10964.08,0,35.24,3.93,201.11,3.56
17,5,West,Sports,2024-10-29,31301.03,20990.96,10310.07,0,27.39,3.73,243.48,6.46
10,4,North,Sports,2024-01-08,45613.51,33637.3,11976.21,0,28.57,2.59,220.99,5.52
5,9,North,Groceries,2023-01-08,42310.94,34099.67,8211.27,0,18.49,4.26,218.8,9.11
4,9,West,Home,2023-05-02,37254.94,30645.54,6609.4,0,36.85,4.13,235.89,9.14
6,5,South,Sports,2023-12-14,6466.03,5390.48,1075.55,0,10.73,3.83,226.17,7.91
4,10,North,Sports,2024-11-06,21808.42,15536.75,6271.67,0,20.46,3.18,258.85,7.59
7,4,North,Clothing,2023-03-31,33435.04,27730.71,5704.33,0,31.65,2.64,221.38,8.14
7,7,East,Clothing,2024-10-09,34749.35,20917.54,13831.81,1,12.4,3.66,236.83,5.56
18,6,East,Electronics,2024-11-28,19369.32,14393.63,4975.69,0,15.5,3.94,218.7,5.83
3,4,West,Groceries,2023-11-12,11499.08,9638.2,1860.88,0,27.68,2.69,259.44,6.88
1,10,West,Clothing,2023-06-27,32223.04,25424.41,6798.63,1,26.8,3.77,226.71,9.57
4,2,West,Groceries,2024-06-23,17866.29,13260.7,4605.59,0,32.17,3.07,238.05,8.07
6,1,East,Sports,2023-02-10,15485.02,12285.7,3199.32,0,34.38,4.03,207.6,6.86
9,4,West,Electronics,2024-12-04,22953.12,20017.04,2936.08,0,13.86,3.58,243.98,8.39
14,4,North,Groceries,2024-05-16,40347.11,31063.83,9283.28,0,10.55,2.76,216.15,5.6
12,1,North,Clothing,2023-05-25,26953.41,22639.14,4314.27,0,30.69,3.55,226.92,8.11
20,6,South,Sports,2023-07-20,14742.15,13182.77,1559.38,0,19.04,3.29,252.99,5.87
4,4,West,Home,2024-12-24,10260.64,8328.26,1932.38,0,28.78,2.86,258.23,4.96
12,1,North,Sports,2024-04-05,27454.43,21194.76,6259.67,0,14.52,4.18,225.47,7.27
10,1,North,Clothing,2024-07-11,40746.49,24906.12,15840.37,0,24.07,2.52,250.09,7.81
7,1,South,Clothing,2024-06-30,34376.81,24488.09,9888.72,0,25.13,3.12,203.2,6.22
3,8,North,Home,2023-09-10,15446.7,11888.29,3558.41,0,27.55,2.53,250.85,6.96
14,10,South,Sports,2024-01-25,24651.8,20686.85,3964.95,0,25.4,2.69,237.77,7.86
10,8,South,Groceries,2024-08-16,43485.37,31806.57,11678.8,0,24.87,3.09,229.32,8.37
16,2,East,Groceries,2023-09-13,21942.04,19484.92,2457.12,1,19.98,2.61,253.4,9.27
16,7,North,Sports,2024-12-09,28943.63,19726.19,9217.44,0,12.14,3.69,250.72,5.48
10,8,East,Groceries,2024-03-25,21030.42,17315.82,3714.6,0,12.69,2.67,217.82,9.66
13,8,North,Sports,2023-01-10,10588.09,7683.88,2904.21,0,23.01,3.9,247.49,7.46
6,10,East,Sports,2023-08-30,7245.68,5403.8,1841.88,0,20.67,2.61,205.97,8.51
12,7,South,Clothing,2023-09-08,30014.21,25234.47,4779.74,0,25.48,2.62,249.37,7.9
9,5,South,Electronics,2023-01-05,5933.7,4087.52,1846.18,0,19.15,3.11,240.53,4.44
13,1,South,Clothing,2023-04-29,9655.08,6073.47,3581.61,0,30.64,4.29,205.27,3.5
4,9,South,Groceries,2024-01-09,20640.39,15605.72,5034.67,0,35.92,3.78,240.98,8.08
11,7,North,Electronics,2023-03-06,6958.41,5278.92,1679.49,0,18.97,4.04,234.83,6.58
20,2,West,Sports,2023-05-26,23020.04,19317.27,3702.77,0,15.79,2.78,235.67,7.92
18,6,North,Groceries,2023-08-12,15029.52,13383.72,1645.8,1,13.49,4.17,217.45,6.34
11,2,East,Home,2023-08-27,20744.29,12790.73,7953.56,0,28.49,2.52,215.99,5.19
4,1,North,Groceries,2023-06-26,40602.19,31568.48,9033.71,0,23.32,2.93,245.75,5.0
18,7,North,Electronics,2023-10-09,33186.4,26694.59,6491.81,0,15.64,3.73,215.41,8.11
1,2,East,Electronics,2023-03-04,25043.05,22432.07,2610.98,0,29.59,3.25,226.78,4.94
7,2,South,Sports,2023-08-05,9132.5,8061.96,1070.54,0,14.45,4.47,241.69,8.0
6,5,East,Home,2024-11-19,32861.73,26740.75,6120.98,0,26.63,2.56,204.78,5.69
15,5,East,Sports,2024-04-05,12366.93,9356.04,3010.89,0,25.81,4.5,235.67,8.4
18,7,West,Home,2024-09-01,8446.39,5477.12,2969.27,0,32.03,3.75,235.36,4.0
11,1,West,Home,2023-04-15,34879.82,24947.89,9931.93,0,11.65,3.62,241.05,4.43
20,8,South,Sports,2023-04-09,46042.7,35707.8,10334.9,0,36.64,2.62,222.2,7.8
15,3,East,Groceries,2024-05-25,25726.7,21033.12,4693.58,0,31.09,3.05,226.94,6.92
16,4,East,Clothing,2024-01-20,6844.82,5411.65,1433.17,0,16.48,4.35,219.8,4.43
7,9,East,Home,2024-02-09,44613.4,36325.87,8287.53,0,15.5,3.21,248.49,9.32
10,4,North,Electronics,2024-06-01,8013.82,5840.04,2173.78,0,22.95,3.82,207.84,4.93
12,10,West,Sports,2024-04-20,44038.1,36035.86,8002.24,0,34.53,4.5,257.78,5.95
14,5,West,Groceries,2024-12-09,25921.01,16670.38,9250.63,1,35.29,3.03,238.09,4.42
5,7,South,Home,2024-10-06,21442.75,13911.54,7531.21,0,25.61,3.65,253.21,5.72
18,4,West,Groceries,2024-03-12,29425.88,19092.97,10332.91,0,35.82,3.89,225.57,6.44
5,1,West,Sports,2023-01-23,48068.82,41688.14,6380.68,0,10.16,2.83,219.94,5.07
3,9,South,Electronics,2024-07-18,45443.32,28302.56,17140.76,0,11.06,2.8,254.04,8.38
5,4,East,Home,2024-11-07,26164.85,21990.31,4174.54,0,37.35,3.41,205.93,5.76
17,9,North,Home,2024-12-14,36312.05,24331.66,11980.39,0,33.26,3.27,207.03,8.11
19,6,South,Groceries,2024-04-02,39534.21,29276.23,10257.98,1,23.52,3.93,217.96,4.45
19,1,West,Sports,2023-03-24,36205.77,31672.34,4533.43,0,32.61,2.64,257.59,5.64
12,3,South,Clothing,2023-05-25,42319.74,32830.86,9488.88,0,38.67,4.44,237.98,3.06
9,2,West,Home,2023-03-26,6552.22,4344.35,2207.87,0,33.16,2.53,233.25,8.31
1,9,East,Electronics,2023-03-19,19659.19,13471.01,6188.18,0,35.27,3.7,242.32,7.38
18,1,East,Home,2024-04-01,48169.81,42203.21,5966.6,0,32.82,3.63,225.05,8.72
4,9,East,Home,2023-01-01,47720.13,34747.09,12973.04,0,15.05,2.77,245.48,6.19
10,9,West,Clothing,2023-02-20,10278.97,7977.46,2301.51,1,35.01,2.8,223.59,8.6
7,8,South,Clothing,2024-11-15,14064.81,10379.54,3685.27,0,15.85,4.09,249.58,7.53
1,8,West,Sports,2024-12-17,49719.65,35476.53,14243.12,0,36.78,4.28,216.04,3.03
17,1,East,Home,2024-03-21,27177.13,18126.7,9050.43,0,23.76,3.07,216.65,4.78
2,8,East,Home,2024-03-24,30778.97,24803.46,5975.51,0,30.31,3.38,231.34,6.46
11,10,East,Groceries,2024-05-02,12488.91,10184.36,2304.55,0,24.92,3.21,225.85,7.33
9,3,West,Groceries,2023-02-03,45245.1,30878.22,14366.88,0,12.82,2.65,238.89,3.46
7,7,North,Electronics,2023-12-14,15406.89,12890.99,2515.9,0,18.72,3.85,221.86,7.94
17,1,East,Electronics,2023-04-05,13534.14,11590.1,1944.04,0,39.51,4.15,213.83,6.8
17,1,South,Groceries,2023-03-13,25176.86,22060.03,3116.83,1,38.82,3.11,228.19,6.68
2,10,East,Electronics,2024-07-04,50064.25,32459.84,17604.41,1,19.61,4.48,233.66,5.04
6,5,West,Home,2023-06-03,36628.1,25316.5,11311.6,0,39.89,2.65,208.56,7.16
14,5,South,Clothing,2023-09-07,39586.84,33969.71,5617.13,0,35.37,3.82,233.4,3.19
6,8,West,Home,2024-11-04,21966.64,14488.36,7478.28,0,28.33,3.4,219.16,3.45
2,7,North,Groceries,2024-03-13,45912.97,27595.56,18317.41,0,11.2,3.39,223.55,8.14
1,8,North,Sports,2023-04-28,40523.36,34900.67,5622.69,0,37.04,3.42,216.76,5.25
10,6,West,Sports,2023-11-02,38776.88,27063.74,11713.14,0,26.72,3.02,255.88,5.43
5,6,East,Groceries,2023-09-25,48692.31,35270.24,13422.07,0,36.05,3.93,241.0,4.46
2,2,South,Home,2023-02-23,21478.86,15763.34,5715.52,0,35.03,3.94,215.75,6.12
16,6,East,Electronics,2023-08-24,32493.81,27765.39,4728.42,0,34.99,3.06,238.7,3.36
2,5,West,Electronics,2024-01-24,45946.84,32225.63,13721.21,0,30.95,4.17,250.91,5.1
10,3,West,Sports,2024-02-05,40590.0,35219.29,5370.71,0,18.74,3.13,224.1,6.69
2,6,East,Groceries,2024-09-15,30352.05,23828.84,6523.21,0,20.08,3.95,249.8,6.26
16,8,South,Groceries,2023-10-30,8429.62,6391.22,2038.4,0,19.25,2.74,209.26,10.0
16,9,South,Clothing,2023-07-26,34372.55,23981.19,10391.36,0,10.6,2.84,249.37,5.72
19,1,South,Sports,2023-08-17,34391.67,23149.5,11242.17,1,27.48,3.13,232.42,5.71
7,3,South,Groceries,2024-07-31,13288.12,10460.64,2827.48,0,30.97,3.69,213.38,6.53
12,3,South,Clothing,2023-03-16,44701.39,32813.87,11887.52,0,35.62,3.79,224.43,4.33
15,8,North,Electronics,2024-03-10,20446.19,17852.69,2593.5,0,14.2,3.29,259.28,9.13
8,1,North,Sports,2023-04-13,28748.1,21488.96,7259.14,1,26.33,2.66,247.01,7.01
6,5,West,Sports,2024-02-26,35258.07,26568.31,8689.76,0,10.24,3.25,234.51,4.34
10,3,North,Groceries,2024-12-04,26995.94,19572.52,7423.42,0,12.85,3.88,206.91,8.55
3,2,South,Groceries,2023-11-02,15564.29,13023.87,2540.42,1,11.63,3.84,225.07,3.24
19,8,South,Home,2023-04-08,22434.87,16320.29,6114.58,0,31.76,2.82,215.78,9.88
17,3,South,Electronics,2023-12-01,14759.63,10048.39,4711.24,1,12.43,2.52,204.26,9.06
7,7,West,Electronics,2024-03-10,17564.36,15080.92,2483.44,1,31.49,4.01,232.53,7.06
20,1,West,Clothing,2024-03-22,15289.29,11911.1,3378.19,1,17.49,2.71,253.35,3.78
4,6,East,Clothing,2023-11-04,13159.09,10230.57,2928.52,0,36.33,2.66,240.54,4.51
14,3,North,Home,2023-09-06,19870.13,15563.21,4306.92,0,34.39,2.51,214.98,4.96
20,8,North,Electronics,2023-06-15,29219.83,23833.21,5386.62,0,38.73,3.37,234.42,4.69
15,6,East,Clothing,2024-04-25,46367.47,32175.33,14192.14,0,36.51,3.51,256.59,6.48
8,2,East,Electronics,2023-12-01,29314.71,17886.47,11428.24,0,38.0,3.78,243.37,9.61
15,6,North,Electronics,2024-06-25,36752.16,30988.61,5763.55,0,35.76,3.09,241.37,6.11
20,7,South,Clothing,2023-04-16,21095.47,13473.08,7622.39,0,30.8,3.92,258.09,7.63
14,5,North,Groceries,2024-07-16,38823.39,31701.08,7122.31,0,15.11,2.84,247.93,7.82
9,3,South,Groceries,2023-03-22,32921.09,20565.63,12355.46,0,18.15,4.16,208.2,9.1
8,4,West,Clothing,2023-05-13,25690.73,18307.02,7383.71,0,16.38,3.64,220.86,3.24
17,4,North,Home,2023-05-18,13719.6,8491.17,5228.43,0,28.11,3.67,257.91,5.83
2,6,North,Sports,2023-07-03,18659.34,14118.85,4540.49,0,25.11,2.92,229.38,8.49
3,10,West,Electronics,2024-02-05,32942.57,26220.33,6722.24,0,36.01,2.65,206.7,8.7
8,1,West,Sports,2023-11-26,24172.53,15746.71,8425.82,0,38.58,3.43,227.52,9.49
12,4,West,Clothing,2024-05-22,45022.4,32032.91,12989.49,0,22.15,3.73,241.82,7.92
1,10,West,Electronics,2023-03-10,15567.81,13685.22,1882.59,0,25.19,2.69,259.85,4.72
10,4,West,Sports,2024-06-29,8288.27,6072.95,2215.32,0,39.15,4.4,219.43,6.54
20,10,East,Groceries,2023-02-22,31520.69,26501.43,5019.26,0,18.29,4.46,230.85,3.23
3,1,East,Home,2024-03-25,44872.29,39404.84,5467.45,0,33.77,3.59,252.78,7.53
6,9,West,Sports,2023-07-24,27758.14,24768.69,2989.45,1,16.76,4.4,221.32,6.88
7,4,West,Home,2023-05-06,34147.01,29690.71,4456.3,0,30.44,2.86,206.56,7.67
20,7,West,Groceries,2023-02-12,15413.57,10715.85,4697.72,0,17.61,2.55,256.94,9.51
18,3,West,Sports,2023-04-21,30131.24,26779.8,3351.44,0,36.51,2.58,229.31,7.81
11,10,South,Clothing,2024-10-24,40405.64,34090.99,6314.65,0,26.84,3.68,230.17,5.24
19,3,South,Electronics,2023-07-02,44016.42,37464.69,6551.73,0,15.58,2.62,237.27,4.39
5,8,West,Groceries,2023-04-05,9730.36,5882.51,3847.85,0,16.73,4.42,200.21,8.98
19,8,West,Home,2024-01-09,21036.85,18644.36,2392.49,0,24.82,2.78,255.87,4.36
11,1,North,Home,2024-06-03,33784.0,28156.5,5627.5,0,38.85,3.11,221.69,4.13
12,10,West,Groceries,2023-12-26,6562.53,5449.46,1113.07,0,33.09,4.15,223.82,4.45
10,2,West,Clothing,2024-11-26,36077.68,22528.97,13548.71,0,24.65,2.94,210.45,6.56
8,8,East,Clothing,2023-10-08,28761.52,19263.62,9497.9,0,20.13,2.99,222.69,3.87
9,1,South,Home,2023-07-14,22957.4,20401.75,2555.65,1,26.48,3.78,248.24,9.57
4,8,West,Groceries,2023-07-14,41659.45,31253.05,10406.4,0,32.45,3.05,248.0,9.76
